TICKET_IDENTIFIER|SUPPORT_CATEGORY|AGENT_NAME|DATE_OF_CALL|CALL_STATUS|CALL_TYPE|TYPE_OF_CUSTOMER|DURATION|WORK_TIME|TICKET_STATUS|RESOLVED_IN_FIRST_CONTACT|RESOLUTION_CATEGORY|RATING
873|TECHNICAL SUPPORT|WLOPEZ|01202022101744|TRANSFERRED|CALL|SENIOR CITIZEN|198|464|PENDING RESOLUTION|0|SELF-HELP OPTION|BAD
1056|NEW CUSTOMER ONBOARDING|STHOMPSON|06032022101744|DROPPED|CALL|DEVICE ENTHUSIAST|64|241|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|NEUTRAL
986|BUSINESS SERVICES|WLOPEZ|11282023101744|DROPPED|CHAT|NEW CUSTOMER|366|171|WORK IN PROGRESS|1|SELF-HELP OPTION|WORST
1057|TECHNICAL SUPPORT|ATHOMAS|06102024101744|DROPPED|CHAT|LONG-TERM CUSTOMER|257|544|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BAD
1058|MOBILE & WIRELESS SERVICES|TGARCIA|01032024101744|TRANSFERRED|CALL|BUSINESS OWNER|398|108|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|GOOD
193|NEW CUSTOMER ONBOARDING|XGONZALEZ|03172022101744|TRANSFERRED|CHAT|SENIOR CITIZEN|121|445|WORK IN PROGRESS|0|SELF-HELP OPTION|WORST
1059|BUSINESS SERVICES|STHOMPSON|02102024101744|DROPPED|CALL|BUSINESS OWNER|235|417|PENDING RESOLUTION|1|SELF-HELP OPTION|WORST
1060|BUSINESS SERVICES|STHOMPSON|01072024101744|TRANSFERRED|CHAT|NEW CUSTOMER|295|321|RESOLVED|0|SELF-HELP OPTION|BAD
1061|NEW CUSTOMER ONBOARDING|WLOPEZ|05122023101744|DROPPED|CHAT|HEAVY DATA USER|94|566|RESOLVED|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1062|ACCOUNT MANAGEMENT|XGONZALEZ|12242021101744|TRANSFERRED|CHAT|SENIOR CITIZEN|126|395|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|BAD
260|MOBILE & WIRELESS SERVICES|VHERNANDEZ|09172023101744|DROPPED|CHAT|FAMILY PLAN MANAGER|43|170|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|BAD
1063|SUPPORT OUTAGES|UMARTINEZ|04072024101744|DROPPED|CHAT|BUSINESS OWNER|288|130|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|WORST
1064|SECURITY & PRIVACY|WLOPEZ|09172024101744|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|83|371|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|NEUTRAL
308|ACCOUNT MANAGEMENT|STHOMPSON|06262023101744|TRANSFERRED|CALL|SENIOR CITIZEN|110|119|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|WORST
1065|LOYALTY & RETENTIONS|ZANDERSON|03072022101744|TRANSFERRED|CHAT|TECH-SAVVY USER|478|575|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|BEST
1066|PROMOTIONS & DISCOUNTS|STHOMPSON|02232024101744|TRANSFERRED|CHAT|HEAVY DATA USER|589|211|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|WORST
1067|ACCOUNT MANAGEMENT|WLOPEZ|10202023101744|TRANSFERRED|CHAT|BUSINESS OWNER|278|308|WORK IN PROGRESS|0|SELF-HELP OPTION|BAD
1068|HOME SERVICES|UMARTINEZ|01162024101744|DROPPED|CALL|DEVICE ENTHUSIAST|457|477|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
1069|NEW CUSTOMER ONBOARDING|WLOPEZ|09092022101744|COMPLETED|CHAT|TECH-SAVVY USER|343|565|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|WORST
442|SUPPORT OUTAGES|XGONZALEZ|08072024101744|COMPLETED|CALL|FAMILY PLAN MANAGER|320|533|RESOLVED|1|SELF-HELP OPTION|NEUTRAL
1070|SECURITY & PRIVACY|YWILSON||COMPLETED|CALL|LONG-TERM CUSTOMER|484|97|RESOLVED|0|SUPPORT TEAM INTERVENTION|NEUTRAL
969|NEW CUSTOMER ONBOARDING|EJONES|05192022101744|DROPPED|CHAT|SENIOR CITIZEN|488|588|WORK IN PROGRESS|0|SELF-HELP OPTION|NEUTRAL
1071|NEW CUSTOMER ONBOARDING|ZANDERSON|04142024101744|DROPPED|CALL|LONG-TERM CUSTOMER|372|596|RESOLVED|0|SUPPORT TEAM INTERVENTION|BEST
1072|SECURITY & PRIVACY|ZANDERSON|11292023101744|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|323|170|RESOLVED|0|SUPPORT TEAM INTERVENTION|WORST
1073|SUPPORT OUTAGES|YWILSON|04012023101744|TRANSFERRED|CALL|DEVICE ENTHUSIAST|255|484|RESOLVED|0|SUPPORT TEAM INTERVENTION|GOOD
1074|SECURITY & PRIVACY|STHOMPSON|08272023101744|COMPLETED|CHAT|HEAVY DATA USER|277|334|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BAD
1075|HOME SERVICES|ZANDERSON|01122023101744||CALL|BUDGET-CONSCIOUS CUSTOMER|307|566|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BAD
1076|NEW CUSTOMER ONBOARDING|STHOMPSON|01062023101744|COMPLETED|CHAT|DEVICE ENTHUSIAST|101|497|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1077|SUPPORT OUTAGES|STHOMPSON|01222022101744|COMPLETED|CALL|DEVICE ENTHUSIAST|282|143|PENDING RESOLUTION|0|SELF-HELP OPTION|GOOD
1078|SECURITY & PRIVACY|ATHOMAS|12092023101744|TRANSFERRED|CALL|DEVICE ENTHUSIAST|573|273|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|GOOD
966|LOYALTY & RETENTIONS|VHERNANDEZ|04102024101744|TRANSFERRED|CHAT|SENIOR CITIZEN|256|543|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|BEST
1079|BUSINESS SERVICES|ATHOMAS|11212023101744|TRANSFERRED|CALL|BUSINESS OWNER|305|168|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|WORST
1080|PROMOTIONS & DISCOUNTS|ATHOMAS|01102024101744|DROPPED|CHAT|DEVICE ENTHUSIAST|573|480|PENDING RESOLUTION|1|SELF-HELP OPTION|BAD
1081|LOYALTY & RETENTIONS|UMARTINEZ|05262024101744|COMPLETED|CHAT|DEVICE ENTHUSIAST|459|445|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|NEUTRAL
1082|TECHNICAL SUPPORT|WLOPEZ|03182023101744|DROPPED|CHAT|BUSINESS OWNER|454|264|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BEST
1083|ACCOUNT MANAGEMENT|WLOPEZ|07282024101744|TRANSFERRED|CALL|HEAVY DATA USER|33|150|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|BEST
1084|MOBILE & WIRELESS SERVICES|EJONES|09232022101744|DROPPED|CALL|HEAVY DATA USER|388|437|WORK IN PROGRESS|0|SELF-HELP OPTION|BEST
1085|ACCOUNT MANAGEMENT|STHOMPSON|05032022101744|COMPLETED|CALL|HEAVY DATA USER|471|162|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
1086|ACCOUNT MANAGEMENT|XGONZALEZ|07012024101744|DROPPED|CHAT|BUSINESS OWNER|511|459|RESOLVED|1|SUPPORT TEAM INTERVENTION|GOOD
1087|HOME SERVICES|XGONZALEZ|04102024101744|DROPPED|CHAT|SENIOR CITIZEN|409|236|RESOLVED|0|SELF-HELP OPTION|NEUTRAL
707|SUPPORT OUTAGES|XGONZALEZ|01022023101744|DROPPED|CALL|DEVICE ENTHUSIAST|172|399|WORK IN PROGRESS|1|SELF-HELP OPTION|GOOD
1088|BUSINESS SERVICES||10302023101744|COMPLETED|CHAT|FREQUENT TRAVELER|518|254|RESOLVED|1|SUPPORT TEAM INTERVENTION|NEUTRAL
432|TECHNICAL SUPPORT|VHERNANDEZ|02082023101744|DROPPED|CHAT|FAMILY PLAN MANAGER|542|39|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1089|PROMOTIONS & DISCOUNTS|ZANDERSON|06022023101744|DROPPED|CHAT|SENIOR CITIZEN|440|331|PENDING RESOLUTION|0|SELF-HELP OPTION|BEST
1090|MOBILE & WIRELESS SERVICES|XGONZALEZ|05052024101744|COMPLETED|CALL|DEVICE ENTHUSIAST|61|400|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BEST
203|HOME SERVICES|YWILSON|09042022101744|DROPPED|CHAT|FAMILY PLAN MANAGER|148|263|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|WORST
1091|SECURITY & PRIVACY|STHOMPSON|04112022101744||CHAT|FAMILY PLAN MANAGER|294|208|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|NEUTRAL
1092|BUSINESS SERVICES|TGARCIA|11162023101744|COMPLETED|CHAT|TECH-SAVVY USER|92|67|RESOLVED|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1093|LOYALTY & RETENTIONS|ATHOMAS|01112024101744|TRANSFERRED|CHAT|LONG-TERM CUSTOMER|512|338|PENDING CUSTOMER UPDATE||SELF-HELP OPTION|NEUTRAL
1094|PROMOTIONS & DISCOUNTS|ATHOMAS|11232022101744|DROPPED|CHAT|BUDGET-CONSCIOUS CUSTOMER|98|317|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
34|HOME SERVICES|ATHOMAS|05162022101744|COMPLETED|CHAT|LONG-TERM CUSTOMER|530|55|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|GOOD
1095|PROMOTIONS & DISCOUNTS|VHERNANDEZ|09072023101744|TRANSFERRED|CHAT|SENIOR CITIZEN|581|428|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|WORST
464|LOYALTY & RETENTIONS|EJONES|05142023101744|DROPPED|CALL|TECH-SAVVY USER|116|376|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|BEST
1096|NEW CUSTOMER ONBOARDING|XGONZALEZ|08132023101744|COMPLETED|CALL|HEAVY DATA USER|87|133|RESOLVED|1|SELF-HELP OPTION|GOOD
486|BUSINESS SERVICES|STHOMPSON|08252024101744|COMPLETED|CALL|FREQUENT TRAVELER|390|185|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|NEUTRAL
1097|MOBILE & WIRELESS SERVICES|WLOPEZ|09182024101744|TRANSFERRED|CALL|BUSINESS OWNER|438|331|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
825|HOME SERVICES|WLOPEZ|08262023101744|DROPPED|CHAT|TECH-SAVVY USER|524|549|WORK IN PROGRESS|1|SELF-HELP OPTION|GOOD
1098|TECHNICAL SUPPORT|STHOMPSON|05032024101744|TRANSFERRED|CHAT|SENIOR CITIZEN|303|419|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|GOOD
1099|BUSINESS SERVICES|EJONES|12152023101744|TRANSFERRED|CALL|FAMILY PLAN MANAGER|14|355|WORK IN PROGRESS|0|SELF-HELP OPTION|BAD
1100|ACCOUNT MANAGEMENT|XGONZALEZ|04162022101744|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|455|427|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|GOOD
1101|TECHNICAL SUPPORT|EJONES|12222022101744|DROPPED||SENIOR CITIZEN|448|327|RESOLVED|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1102|MOBILE & WIRELESS SERVICES|XGONZALEZ|05042023101744|DROPPED|CALL|DEVICE ENTHUSIAST|454|457|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|GOOD
1103|ACCOUNT MANAGEMENT|XGONZALEZ|04182023101744|COMPLETED|CHAT|FAMILY PLAN MANAGER|391|145|RESOLVED|0|SUPPORT TEAM INTERVENTION|BAD
363|TECHNICAL SUPPORT|XGONZALEZ|10162022101744|TRANSFERRED|CALL|LONG-TERM CUSTOMER|547|291|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|GOOD
1104|ACCOUNT MANAGEMENT|XGONZALEZ|04242022101744|COMPLETED|CHAT|TECH-SAVVY USER|374|515|WORK IN PROGRESS|1|SELF-HELP OPTION|BEST
12|SUPPORT OUTAGES|WLOPEZ|09202022101744|DROPPED|CALL|BUSINESS OWNER|576|321|RESOLVED|1|SELF-HELP OPTION|GOOD
1105|ACCOUNT MANAGEMENT|WLOPEZ|11162023101744|COMPLETED|CHAT|TECH-SAVVY USER|138|316|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BEST
1106|MOBILE & WIRELESS SERVICES|TGARCIA|03082023101744|COMPLETED|CHAT|TECH-SAVVY USER|520|70|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BAD
1107|SECURITY & PRIVACY|UMARTINEZ|12292021101744|COMPLETED|CHAT|FREQUENT TRAVELER|421|39|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|WORST
1108|SUPPORT OUTAGES|VHERNANDEZ|12302021101744|COMPLETED|CALL|TECH-SAVVY USER|13|597|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BAD
41|PROMOTIONS & DISCOUNTS|STHOMPSON|09142024101744|DROPPED|CALL|DEVICE ENTHUSIAST|471|461|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|WORST
1109|NEW CUSTOMER ONBOARDING|UMARTINEZ|02032023101744|TRANSFERRED|CALL|TECH-SAVVY USER|158|59|RESOLVED|1|SELF-HELP OPTION|BAD
198|SUPPORT OUTAGES|WLOPEZ|04032022101744|DROPPED|CHAT|BUSINESS OWNER|355|385|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1110|ACCOUNT MANAGEMENT|EJONES|06152024101744|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|118|437|TRANSFERRED TO ANOTHER QUEUE|0||BAD
1111|PROMOTIONS & DISCOUNTS|WLOPEZ|03212024101744|COMPLETED|CHAT|BUSINESS OWNER|342|114|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|WORST
1112|HOME SERVICES|WLOPEZ|04072022101744|COMPLETED|CHAT|HEAVY DATA USER|285|297|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|GOOD
1113|SECURITY & PRIVACY|EJONES|05232022101744|DROPPED|CALL|FAMILY PLAN MANAGER|120|541|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|WORST
1114|SECURITY & PRIVACY|YWILSON|03112022101744|DROPPED|CALL|HEAVY DATA USER|225|296|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|WORST
1115|SUPPORT OUTAGES|ZANDERSON|07062024101744|TRANSFERRED|CALL|BUSINESS OWNER|569|262|RESOLVED|0|SUPPORT TEAM INTERVENTION|BEST
1116|NEW CUSTOMER ONBOARDING|TGARCIA|12242022101744|TRANSFERRED|CALL|SENIOR CITIZEN|539|81|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|WORST
969|LOYALTY & RETENTIONS|ZANDERSON|08132022101744|TRANSFERRED|CHAT|SENIOR CITIZEN|98|360|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|WORST
1117|SECURITY & PRIVACY|WLOPEZ|01272023101744|DROPPED|CALL|SENIOR CITIZEN|18|150|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|
1118|BUSINESS SERVICES|ATHOMAS|12132022101744|DROPPED|CHAT|DEVICE ENTHUSIAST|468|213|WORK IN PROGRESS|1|SELF-HELP OPTION|BAD
808|BUSINESS SERVICES|VHERNANDEZ|06132023101744|COMPLETED|CALL|BUSINESS OWNER|174|311|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|BEST
1119|NEW CUSTOMER ONBOARDING|STHOMPSON|08172022101744|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|474|370|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BEST
1120|TECHNICAL SUPPORT|STHOMPSON|05142023101744|TRANSFERRED|CALL|FREQUENT TRAVELER|142|459|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BAD
410|SECURITY & PRIVACY|YWILSON|03252022101744|TRANSFERRED|CHAT|BUSINESS OWNER|237|167|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|GOOD
1121|SECURITY & PRIVACY|VHERNANDEZ|08252022101744|DROPPED|CHAT|LONG-TERM CUSTOMER|106|434|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1122|SUPPORT OUTAGES|ATHOMAS|03192023101744|DROPPED|CHAT|FAMILY PLAN MANAGER|592||WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1123|SUPPORT OUTAGES|TGARCIA|07092024101744|DROPPED|CALL|FAMILY PLAN MANAGER|430|53|TRANSFERRED TO ANOTHER QUEUE||SELF-HELP OPTION|BEST
1124|NEW CUSTOMER ONBOARDING|WLOPEZ|08022022101744|DROPPED|CHAT|BUSINESS OWNER|455|534|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BAD
180|NEW CUSTOMER ONBOARDING|ZANDERSON|09282023101744|COMPLETED|CHAT|LONG-TERM CUSTOMER|233|579|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BEST
1125|BUSINESS SERVICES|TGARCIA|07312023101744|TRANSFERRED|CHAT|SENIOR CITIZEN|451|133|RESOLVED|0|SELF-HELP OPTION|GOOD
362|PROMOTIONS & DISCOUNTS|EJONES|08242022101744|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|595|443|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
1126|SECURITY & PRIVACY|YWILSON|01192022101744|TRANSFERRED|CALL|SENIOR CITIZEN|114|333|RESOLVED|0|SELF-HELP OPTION|GOOD
1127|MOBILE & WIRELESS SERVICES|STHOMPSON|04182023101744|TRANSFERRED|CHAT|LONG-TERM CUSTOMER|61|182|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|NEUTRAL
1128|MOBILE & WIRELESS SERVICES|YWILSON|05102023101744|TRANSFERRED|CALL|BUSINESS OWNER|185|109|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|WORST
1129|HOME SERVICES|TGARCIA|02282024101744|COMPLETED|CHAT|SENIOR CITIZEN|306||PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|BAD
1130|PROMOTIONS & DISCOUNTS|WLOPEZ|06142024101744|TRANSFERRED|CALL|LONG-TERM CUSTOMER|205|321|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
324|PROMOTIONS & DISCOUNTS|ZANDERSON|11102022101744|COMPLETED|CHAT|BUSINESS OWNER|22|281|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BAD
1131|BUSINESS SERVICES|UMARTINEZ|02062023101744|TRANSFERRED|CALL|SENIOR CITIZEN|308|182|WORK IN PROGRESS|1|SELF-HELP OPTION|BEST
1132|SUPPORT OUTAGES|EJONES|02102022101744|DROPPED|CHAT|FAMILY PLAN MANAGER|582|563|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1133|TECHNICAL SUPPORT|UMARTINEZ|05112023101744|TRANSFERRED|CALL|TECH-SAVVY USER|173|333|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BAD
1134|SECURITY & PRIVACY|STHOMPSON|12232021101744|DROPPED|CHAT|TECH-SAVVY USER|551|398|RESOLVED|1|SELF-HELP OPTION|NEUTRAL
520|SECURITY & PRIVACY|XGONZALEZ|02252024101744|TRANSFERRED|CALL|FAMILY PLAN MANAGER|61|127|RESOLVED|0|SUPPORT TEAM INTERVENTION|BAD
1135|LOYALTY & RETENTIONS|WLOPEZ|01152022101744|TRANSFERRED|CHAT|FAMILY PLAN MANAGER|379|239|RESOLVED|0|SUPPORT TEAM INTERVENTION|WORST
1136|SECURITY & PRIVACY|UMARTINEZ|12222022101744|COMPLETED||HEAVY DATA USER|105|306|RESOLVED|1|SUPPORT TEAM INTERVENTION|BAD
415|BUSINESS SERVICES|ZANDERSON|08172022101744|DROPPED|CHAT|LONG-TERM CUSTOMER|274|555|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|NEUTRAL
1137|SUPPORT OUTAGES|XGONZALEZ|07032022101744|COMPLETED|CALL|SENIOR CITIZEN|476|152|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1138|PROMOTIONS & DISCOUNTS|UMARTINEZ|03122023101744|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|81|149|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|WORST
1139|TECHNICAL SUPPORT|ZANDERSON|03292022101744|TRANSFERRED|CHAT|DEVICE ENTHUSIAST|56|416|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|GOOD
1140|PROMOTIONS & DISCOUNTS|ATHOMAS|01262022101744|TRANSFERRED|CHAT|FAMILY PLAN MANAGER|278|440|RESOLVED|0|SUPPORT TEAM INTERVENTION|WORST
118|ACCOUNT MANAGEMENT|TGARCIA|03012023101744|COMPLETED|CHAT|DEVICE ENTHUSIAST|43|302|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|WORST
1141|LOYALTY & RETENTIONS|ATHOMAS|11092023101744|COMPLETED|CALL||194|187|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BEST
1142|PROMOTIONS & DISCOUNTS|XGONZALEZ|04082023101744|DROPPED|CHAT|SENIOR CITIZEN|125|474|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
1143|NEW CUSTOMER ONBOARDING|XGONZALEZ|06082024101744|TRANSFERRED|CHAT|FAMILY PLAN MANAGER|63|275|WORK IN PROGRESS|1|SELF-HELP OPTION|GOOD
1144|NEW CUSTOMER ONBOARDING|YWILSON|04192023101744|COMPLETED|CHAT|BUDGET-CONSCIOUS CUSTOMER|435|551|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|NEUTRAL
890|TECHNICAL SUPPORT|VHERNANDEZ|03032024101744|COMPLETED|CALL|BUDGET-CONSCIOUS CUSTOMER|295|389|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|GOOD
1145|SUPPORT OUTAGES|WLOPEZ|07112023101744|DROPPED|CALL|LONG-TERM CUSTOMER|225|224|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1032|SECURITY & PRIVACY|WLOPEZ|11122023101744|DROPPED|CALL|DEVICE ENTHUSIAST|481|270|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|WORST
1146|ACCOUNT MANAGEMENT|STHOMPSON|03172023101744|COMPLETED|CHAT|SENIOR CITIZEN|490|521|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|BAD
1147|ACCOUNT MANAGEMENT|STHOMPSON|10112023101744|DROPPED|CALL|SENIOR CITIZEN|565|406|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|BEST
839|TECHNICAL SUPPORT|TGARCIA|02142023101744|DROPPED|CHAT|DEVICE ENTHUSIAST|99|482|PENDING RESOLUTION|1|SELF-HELP OPTION|BAD
1148|PROMOTIONS & DISCOUNTS|ZANDERSON|03312022101744|COMPLETED|CHAT|FAMILY PLAN MANAGER|549|424|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|GOOD
1149|ACCOUNT MANAGEMENT|TGARCIA|05262024101744|DROPPED|CALL|SENIOR CITIZEN|19|518|WORK IN PROGRESS|0|SELF-HELP OPTION|GOOD
1150|MOBILE & WIRELESS SERVICES|VHERNANDEZ|01022023101744|COMPLETED|CHAT|SENIOR CITIZEN|290|200||1|SELF-HELP OPTION|GOOD
382|MOBILE & WIRELESS SERVICES|VHERNANDEZ|01282022101744|DROPPED|CHAT|FAMILY PLAN MANAGER|93|30|WORK IN PROGRESS|1|SELF-HELP OPTION|WORST
1151|ACCOUNT MANAGEMENT|STHOMPSON|11222023101744|TRANSFERRED|CALL|SENIOR CITIZEN|390|142|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BEST
1152|PROMOTIONS & DISCOUNTS|EJONES|05142023101744|DROPPED|CALL|FAMILY PLAN MANAGER|115|564|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|WORST
1153|NEW CUSTOMER ONBOARDING|EJONES|12012023101744|DROPPED|CHAT|FREQUENT TRAVELER|18|69|PENDING RESOLUTION|0|SELF-HELP OPTION|NEUTRAL
1154|HOME SERVICES|VHERNANDEZ|01242022101744|DROPPED|CHAT|LONG-TERM CUSTOMER|172|422|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|GOOD
1155|ACCOUNT MANAGEMENT|ATHOMAS|04222022101744|TRANSFERRED|CHAT|HEAVY DATA USER|253|110|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|GOOD
972|TECHNICAL SUPPORT|ZANDERSON|06152022101744|DROPPED|CHAT|FAMILY PLAN MANAGER|582|543|RESOLVED|0|SELF-HELP OPTION|BEST
1156|SUPPORT OUTAGES|VHERNANDEZ|08162023101744|COMPLETED|CHAT|HEAVY DATA USER|199|489|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|BAD
1157|MOBILE & WIRELESS SERVICES|YWILSON|04222023101744|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|379|31|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|WORST
950|HOME SERVICES|YWILSON|10072022101744|TRANSFERRED|CALL|BUSINESS OWNER|122|347|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|BEST
1158||YWILSON|08102024101744|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|531|457|RESOLVED|1|SELF-HELP OPTION|WORST
1159|NEW CUSTOMER ONBOARDING|XGONZALEZ|11232022101744|DROPPED|CHAT|TECH-SAVVY USER|482|174|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
1160|SUPPORT OUTAGES|EJONES|12102023101744|TRANSFERRED|CALL|TECH-SAVVY USER||596|PENDING RESOLUTION|1|SELF-HELP OPTION|NEUTRAL
1161|ACCOUNT MANAGEMENT|STHOMPSON|01252023101744|TRANSFERRED|CALL||381|39|WORK IN PROGRESS|0|SELF-HELP OPTION|GOOD
1162|SECURITY & PRIVACY|YWILSON|01032024101744|DROPPED|CHAT|FAMILY PLAN MANAGER|67|586|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BAD
1163|SUPPORT OUTAGES|ATHOMAS|07152024101744|COMPLETED|CALL|NEW CUSTOMER|236|171|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|BAD
1164|SECURITY & PRIVACY|ATHOMAS|04052024101744|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|592|397|RESOLVED|1|SUPPORT TEAM INTERVENTION|WORST
